6, 5, 0, -125799
7, 5, 0, -125814
8, 5, 0, -125800
9, 5, 0, -125798
10, 5, 0, -125768
11, 5, 0, -125750
12, 5, 0, -125734
13, 5, 0, -125751
14, 5, 0, -125768
15, 5, 0, -125761
0, 5, 0, -125754
1, 5, 0, -125745
2, 5, 0, -125744
3, 5, 0, -125715
4, 5, 0, -125700
5, 5, 0, -125726
6, 5, 0, -125729
7, 5, 0, -125718
8, 5, 0, -125718
9, 5, 0, -125688
10, 5, 0, -125678
11, 5, 0, -125630
12, 5, 0, -125583
13, 5, 0, -125529
14, 5, 0, -125434
15, 5, 0, -125298
0, 5, 0, -125168
1, 5, 0, -125011
2, 5, 0, -124857
3, 5, 0, -124682
4, 5, 0, -124559
5, 5, 0, -124416
6, 5, 0, -124185
7, 5, 0, -122789
8, 5, 0, -111125
9, 5, 0, -48662
10, 5, 0, 12456
11, 5, 0, 43803
12, 5, 0, 61406
13, 5, 0, 69832
14, 5, 0, 72380
15, 5, 0, 71067
0, 5, 0, 67344
1, 5, 0, 62184
2, 5, 0, 56288
3, 5, 0, 50101
4, 5, 0, 43921
5, 5, 0, 37917
6, 5, 0, 32181
7, 5, 0, 26795
8, 5, 0, 21746
9, 5, 0, 17058
10, 5, 0, 12731
11, 5, 0, 8721
12, 5, 0, 5034
13, 5, 0, 1660
14, 5, 0, -1445
15, 5, 0, -4271
0, 5, 0, -6858
1, 5, 0, -9217
2, 5, 0, -11362
3, 5, 0, -13309
4, 5, 0, -15085
5, 5, 0, -16695
6, 5, 0, -18172
7, 5, 0, -19498
8, 5, 0, -20714
9, 5, 0, -21812
10, 5, 0, -22808
11, 5, 0, -23727
12, 5, 0, -24547
13, 5, 0, -25300
14, 5, 0, -25987
15, 5, 0, -26605
0, 5, 0, -27170
1, 5, 0, -27686
2, 5, 0, -28155
3, 5, 0, -28586
4, 5, 0, -28970
5, 5, 0, -29322
6, 5, 0, -29637
7, 5, 0, -29937
8, 5, 0, -30209
9, 5, 0, -30445
10, 5, 0, -30676
11, 5, 0, -30878
12, 5, 0, -31071
13, 5, 0, -31248
14, 5, 0, -31400
15, 5, 0, -31545
0, 5, 0, -31674
1, 5, 0, -31803
2, 5, 0, -31921
3, 5, 0, -32023
4, 5, 0, -32124
5, 5, 0, -32220
6, 5, 0, -32301
7, 5, 0, -32376
8, 5, 0, -32441
9, 5, 0, -32510
10, 5, 0, -32574
11, 5, 0, -32625
12, 5, 0, -32675
13, 5, 0, -32722
14, 5, 0, -32763
15, 5, 0, -32807
0, 5, 0, -32842
1, 5, 0, -32881
2, 5, 0, -32910
3, 5, 0, -32938
4, 5, 0, -32966
5, 5, 0, -32995
6, 5, 0, -33010
7, 5, 0, -33036
8, 5, 0, -33054
9, 5, 0, -33071
10, 5, 0, -33094
11, 5, 0, -33112
12, 5, 0, -33147
13, 5, 0, -33159
14, 5, 0, -33172
15, 5, 0, -33188
0, 5, 0, -33204
1, 5, 0, -33214
2, 5, 0, -33224
3, 5, 0, -33238
4, 5, 0, -33249
5, 5, 0, -33248
6, 5, 0, -33262
7, 5, 0, -33270
8, 5, 0, -33275
9, 5, 0, -33282
10, 5, 0, -33287
11, 5, 0, -33294
12, 5, 0, -33301
13, 5, 0, -33297
14, 5, 0, -33313
15, 5, 0, -33323
0, 5, 0, -33320
1, 5, 0, -33324
2, 5, 0, -33330
3, 5, 0, -33344
4, 5, 0, -33355
5, 5, 0, -33360
6, 5, 0, -33369
7, 5, 0, -33378
8, 5, 0, -33379
9, 5, 0, -33385
10, 5, 0, -33389
11, 5, 0, -33391
12, 5, 0, -33391
13, 5, 0, -33396
14, 5, 0, -33408
15, 5, 0, -33410
0, 5, 0, -33413
1, 5, 0, -33419
2, 5, 0, -33418
3, 5, 0, -33417
4, 5, 0, -33415
5, 5, 0, -33428
6, 5, 0, -33424
7, 5, 0, -33432
8, 5, 0, -33429
9, 5, 0, -33436
10, 5, 0, -33430
11, 5, 0, -33435
12, 5, 0, -33442
13, 5, 0, -33443
14, 5, 0, -33439
15, 5, 0, -33448
0, 5, 0, -33422
1, 5, 0, -33350
2, 5, 0, -33254
3, 5, 0, -33144
4, 5, 0, -33020
5, 5, 0, -32879
6, 5, 0, -32740
7, 5, 0, -32601
8, 5, 0, -32471
9, 5, 0, -32333
10, 5, 0, -32197
11, 5, 0, -32072
12, 5, 0, -31949
13, 5, 0, -31833
14, 5, 0, -31728
15, 5, 0, -31623
0, 5, 0, -31529
1, 5, 0, -31432
2, 5, 0, -31349
3, 5, 0, -31278
4, 5, 0, -31210
5, 5, 0, -31140
6, 5, 0, -31086
7, 5, 0, -31035
8, 5, 0, -30989
9, 5, 0, -30945
10, 5, 0, -30908
11, 5, 0, -30871
12, 5, 0, -30835
13, 5, 0, -30795
14, 5, 0, -30780
15, 5, 0, -30751
0, 5, 0, -30731
1, 5, 0, -30715
2, 5, 0, -30691
3, 5, 0, -30681
4, 5, 0, -30660
5, 5, 0, -30645
6, 5, 0, -30633
7, 5, 0, -30619
8, 5, 0, -30604
9, 5, 0, -30592
10, 5, 0, -30585
11, 5, 0, -30580
12, 5, 0, -30566
13, 5, 0, -30568
14, 5, 0, -30561
15, 5, 0, -30552
0, 5, 0, -30542
1, 5, 0, -30542
2, 5, 0, -30535
3, 5, 0, -30530
4, 5, 0, -30530
5, 5, 0, -30526
6, 5, 0, -30535
7, 5, 0, -30527
8, 5, 0, -30522
9, 5, 0, -30524
10, 5, 0, -30514
11, 5, 0, -30511
12, 5, 0, -30506
13, 5, 0, -30512
14, 5, 0, -30501
15, 5, 0, -30490
0, 5, 0, -30511
1, 5, 0, -30516
2, 5, 0, -30510
3, 5, 0, -30507
4, 5, 0, -30504
5, 5, 0, -30508
6, 5, 0, -30496
7, 5, 0, -30498
8, 5, 0, -30477
9, 5, 0, -30487
10, 5, 0, -30497
11, 5, 0, -30489
12, 5, 0, -30486
13, 5, 0, -30482
14, 5, 0, -30489
15, 5, 0, -30494
0, 5, 0, -30488
1, 5, 0, -30483
2, 5, 0, -30480
3, 5, 0, -30487
4, 5, 0, -30495
5, 5, 0, -30487
6, 5, 0, -30497
7, 5, 0, -30497
8, 5, 0, -30489
9, 5, 0, -30489
10, 5, 0, -30487
11, 5, 0, -30493
12, 5, 0, -30494
13, 5, 0, -30489
14, 5, 0, -30492
15, 5, 0, -30496
0, 5, 0, -30492
1, 5, 0, -30488
2, 5, 0, -30496
3, 5, 0, -30498
4, 5, 0, -30493
5, 5, 0, -30501
6, 5, 0, -30502
7, 5, 0, -30503
8, 5, 0, -30499
9, 5, 0, -30508
10, 5, 0, -30505
11, 5, 0, -30496
12, 5, 0, -30510
13, 5, 0, -30513
14, 5, 0, -30512
15, 5, 0, -30517
0, 5, 0, -30522
1, 5, 0, -30515
2, 5, 0, -30521
3, 5, 0, -30516
4, 5, 0, -30521
5, 5, 0, -30524
6, 5, 0, -30522
7, 5, 0, -30518
8, 5, 0, -30516
9, 5, 0, -30525
10, 5, 0, -30515
11, 5, 0, -30521
12, 5, 0, -30530
13, 5, 0, -30526
14, 5, 0, -30520
15, 5, 0, -30539
0, 5, 0, -30557
1, 5, 0, -30430
2, 5, 0, -30393
3, 5, 0, -30378
4, 5, 0, -30392
5, 5, 0, -30356
6, 5, 0, -30318
7, 5, 0, -30350
8, 5, 0, -30386
9, 5, 0, -30411
10, 5, 0, -30438
11, 5, 0, -30468
12, 5, 0, -30534
13, 5, 0, -30604
14, 5, 0, -30616
15, 5, 0, -30617
0, 5, 0, -30609
1, 5, 0, -30630
2, 5, 0, -30640
3, 5, 0, -30612
4, 5, 0, -30607
5, 5, 0, -30620
6, 5, 0, -30657
7, 5, 0, -30742
8, 5, 0, -30867
9, 5, 0, -31040
10, 5, 0, -31256
11, 5, 0, -31477
12, 5, 0, -31712
13, 5, 0, -31963
14, 5, 0, -32220
15, 5, 0, -32487
0, 5, 0, -32735
1, 5, 0, -32987
2, 5, 0, -33228
3, 5, 0, -33455
4, 5, 0, -33677
5, 5, 0, -33881
6, 5, 0, -34073
7, 5, 0, -34260
8, 5, 0, -34432
9, 5, 0, -34592
10, 5, 0, -34747
11, 5, 0, -34876
12, 5, 0, -34987
13, 5, 0, -35097
14, 5, 0, -35196
15, 5, 0, -35293
0, 5, 0, -35381
1, 5, 0, -35468
2, 5, 0, -35527
3, 5, 0, -35580
4, 5, 0, -35666
5, 5, 0, -35724
6, 5, 0, -35768
7, 5, 0, -35817
8, 5, 0, -35858
9, 5, 0, -35899
10, 5, 0, -35930
11, 5, 0, -35953
12, 5, 0, -35985
13, 5, 0, -36002
14, 5, 0, -36026
15, 5, 0, -36049
0, 5, 0, -36060
1, 5, 0, -36075
2, 5, 0, -36095
3, 5, 0, -36103
4, 5, 0, -36118
5, 5, 0, -36123
6, 5, 0, -36136
7, 5, 0, -36151
8, 5, 0, -36161
9, 5, 0, -36166
10, 5, 0, -36174
11, 5, 0, -36184
12, 5, 0, -36201
13, 5, 0, -36212
14, 5, 0, -36225
15, 5, 0, -36216
0, 5, 0, -36198
1, 5, 0, -36204
2, 5, 0, -36222
3, 5, 0, -36238
4, 5, 0, -36234
5, 5, 0, -36238
6, 5, 0, -36251
7, 5, 0, -36259
8, 5, 0, -36258
9, 5, 0, -36247
10, 5, 0, -36255
11, 5, 0, -36248
12, 5, 0, -36242
13, 5, 0, -36245
14, 5, 0, -36248
15, 5, 0, -36247
0, 5, 0, -36253
1, 5, 0, -36253
2, 5, 0, -36254
3, 5, 0, -36246
4, 5, 0, -36252
5, 5, 0, -36260
6, 5, 0, -36263
7, 5, 0, -36268
8, 5, 0, -36266
9, 5, 0, -36280
10, 5, 0, -36274
11, 5, 0, -36275
12, 5, 0, -36282
13, 5, 0, -36282
14, 5, 0, -36287
15, 5, 0, -36289
0, 5, 0, -36289
1, 5, 0, -36289
2, 5, 0, -36282
3, 5, 0, -36280
4, 5, 0, -36272
5, 5, 0, -36255
6, 5, 0, -36259
7, 5, 0, -36279
8, 5, 0, -36303
9, 5, 0, -36295
10, 5, 0, -36273
11, 5, 0, -36269
12, 5, 0, -36275
13, 5, 0, -36280
14, 5, 0, -36268
15, 5, 0, -36266
0, 5, 0, -36264
1, 5, 0, -36264
2, 5, 0, -36272
3, 5, 0, -36281
4, 5, 0, -36284
5, 5, 0, -36285
6, 5, 0, -36295
7, 5, 0, -36293
8, 5, 0, -36288
9, 5, 0, -36289
10, 5, 0, -36290
11, 5, 0, -36299
12, 5, 0, -36295
13, 5, 0, -36294
14, 5, 0, -36290
15, 5, 0, -36286
0, 5, 0, -36286
1, 5, 0, -36279
2, 5, 0, -36282
3, 5, 0, -36281
4, 5, 0, -36275
5, 5, 0, -36269
6, 5, 0, -36274
7, 5, 0, -36279
8, 5, 0, -36273
9, 5, 0, -36274
10, 5, 0, -36287
11, 5, 0, -36291
12, 5, 0, -36293
13, 5, 0, -36291
14, 5, 0, -36290
15, 5, 0, -36289
0, 5, 0, -36285
1, 5, 0, -36289
2, 5, 0, -36290
3, 5, 0, -36289
4, 5, 0, -36288
5, 5, 0, -36288
6, 5, 0, -36288
7, 5, 0, -36272
8, 5, 0, -36298
9, 5, 0, -36304
10, 5, 0, -36292
11, 5, 0, -36294
12, 5, 0, -36222
13, 5, 0, -35988
14, 5, 0, -35702
15, 5, 0, -35393
0, 5, 0, -35106
1, 5, 0, -34807
2, 5, 0, -34546
3, 5, 0, -34300
4, 5, 0, -34061
5, 5, 0, -33848
6, 5, 0, -33657
7, 5, 0, -33484
8, 5, 0, -33334
9, 5, 0, -33192
10, 5, 0, -33066
11, 5, 0, -32952
12, 5, 0, -32853
13, 5, 0, -32753
14, 5, 0, -32670
15, 5, 0, -32596
0, 5, 0, -32529
1, 5, 0, -32476
2, 5, 0, -32413
3, 5, 0, -32364
4, 5, 0, -32317
5, 5, 0, -32273
6, 5, 0, -32240
7, 5, 0, -32216
8, 5, 0, -32184
9, 5, 0, -32156
10, 5, 0, -32134
11, 5, 0, -32115
12, 5, 0, -32092
13, 5, 0, -32073
14, 5, 0, -32056
15, 5, 0, -32050
0, 5, 0, -32033
1, 5, 0, -32021
2, 5, 0, -32015
3, 5, 0, -32003
4, 5, 0, -31989
5, 5, 0, -31981
6, 5, 0, -31973
7, 5, 0, -31963
8, 5, 0, -31958
9, 5, 0, -31953
10, 5, 0, -31944
11, 5, 0, -31937
12, 5, 0, -31928
13, 5, 0, -31921
14, 5, 0, -31916
15, 5, 0, -31906
0, 5, 0, -31907
1, 5, 0, -31906
