197.2500,-791.6200
197.3850,-791.6200
197.5190,-791.6200
197.6530,-720.6200
197.7870,44.3800
197.9220,-53.6200
198.0560,-12.6200
198.1900,-0.6200
198.3240,-16.6200
198.4590,-64.6200
198.5930,98.3800
198.7270,42.3800
198.8610,-42.6200
198.9960,51.3800
199.1300,-43.6200
199.2640,-20.6200
199.3980,-31.6200
199.5330,94.3800
199.6670,34.3800
199.8010,25.3800
199.9350,-75.6200
200.0700,43.3800
200.2040,-19.6200
200.3380,-34.6200
200.4720,-51.6200
200.6060,-94.6200
200.7410,-4.6200
200.8750,10.3800
201.0090,-20.6200
201.1430,-23.6200
201.2770,26.3800
201.4120,93.3800
201.5460,61.3800
201.6800,51.3800
201.8140,10.3800
201.9480,54.3800
202.0820,-17.6200
202.2170,-67.6200
202.3510,-10.6200
202.4850,10.3800
202.6190,-85.6200
202.7530,-85.6200
202.8870,93.3800
203.0210,38.3800
203.1560,63.3800
203.2900,21.3800
203.4240,30.3800
203.5580,-27.6200
203.6920,6.3800
203.8260,-73.6200
203.9600,24.3800
204.0940,72.3800
204.2290,-30.6200
204.3630,-18.6200
204.4970,-90.6200
204.6310,-99.6200
204.7650,-68.6200
204.8990,-67.6200
205.0330,-31.6200
205.1670,-36.6200
205.3010,18.3800
205.4350,-52.6200
205.5690,-1.6200
205.7040,12.3800
205.8380,-54.6200
205.9720,2.3800
206.1060,143.3800
206.2400,-56.6200
206.3740,-41.6200
206.5080,30.3800
206.6420,30.3800
206.7760,38.3800
206.9100,54.3800
207.0440,37.3800
207.1780,46.3800
207.3120,29.3800
207.4460,-45.6200
207.5800,-42.6200
207.7140,-14.6200
207.8480,57.3800
207.9820,-96.6200
208.1160,-9.6200
208.2500,-53.6200
208.3840,-34.6200
208.5180,-45.6200
208.6520,-21.6200
208.7860,-39.6200
208.9200,77.3800
209.0540,-12.6200
209.1880,-74.6200
209.3220,-18.6200
209.4560,-22.6200
209.5900,-102.6200
209.7240,13.3800
209.8580,25.3800
209.9920,-10.6200
210.1260,-23.6200
210.2600,-38.6200
210.3940,-3.6200
210.5280,36.3800
210.6620,-80.6200
210.7960,-25.6200
210.9290,71.3800
211.0630,15.3800
211.1970,-22.6200
211.3310,11.3800
211.4650,-34.6200
211.5990,48.3800
211.7330,21.3800
211.8670,-75.6200
212.0010,-27.6200
212.1350,47.3800
212.2690,-90.6200
212.4020,-65.6200
212.5360,47.3800
212.6700,-40.6200
212.8040,-68.6200
212.9380,33.3800
213.0720,-35.6200
213.2060,14.3800
213.3400,-23.6200
213.4730,-10.6200
213.6070,-35.6200
213.7410,-18.6200
213.8750,-85.6200
214.0090,-41.6200
214.1430,5.3800
214.2770,-4.6200
214.4100,-94.6200
214.5440,99.3800
214.6780,49.3800
214.8120,73.3800
214.9460,-46.6200
215.0800,-76.6200
215.2130,-46.6200
215.3470,20.3800
215.4810,5.3800
215.6150,-120.6200
215.7490,-27.6200
215.8820,-20.6200
216.0160,-89.6200
216.1500,22.3800
216.2840,54.3800
216.4180,30.3800
216.5510,37.3800
216.6850,20.3800
216.8190,-67.6200
216.9530,-22.6200
217.0860,43.3800
217.2200,-50.6200
217.3540,-18.6200
217.4880,39.3800
217.6210,2.3800
217.7550,-22.6200
217.8890,-10.6200
218.0230,53.3800
218.1560,28.3800
218.2900,13.3800
218.4240,83.3800
218.5580,-75.6200
218.6910,-123.6200
218.8250,-4.6200
218.9590,69.3800
219.0920,-1.6200
219.2260,-135.6200
219.3600,-62.6200
219.4940,51.3800
219.6270,-0.6200
219.7610,-47.6200
219.8950,-41.6200
220.0280,-66.6200
220.1620,211.3800
220.2960,51.3800
220.4290,-34.6200
220.5630,3.3800
220.6970,29.3800
220.8300,-73.6200
220.9640,-35.6200
221.0980,-71.6200
221.2310,-59.6200
221.3650,5.3800
221.4990,-11.6200
221.6320,-64.6200
221.7660,50.3800
221.9000,-25.6200
222.0330,-93.6200
222.1670,24.3800
222.3000,-35.6200
222.4340,-25.6200
222.5680,71.3800
222.7010,-33.6200
222.8350,14.3800
222.9680,-59.6200
223.1020,-7.6200
223.2360,-44.6200
223.3690,52.3800
223.5030,-59.6200
223.6360,-29.6200
223.7700,-0.6200
223.9040,34.3800
224.0370,-42.6200
224.1710,6.3800
224.3040,25.3800
224.4380,-12.6200
224.5710,-2.6200
224.7050,41.3800
224.8390,-20.6200
224.9720,-48.6200
225.1060,-36.6200
225.2390,-35.6200
225.3730,31.3800
225.5060,38.3800
225.6400,-11.6200
225.7730,-18.6200
225.9070,-56.6200
226.0400,-56.6200
226.1740,-45.6200
226.3070,9.3800
226.4410,-46.6200
226.5750,85.3800
226.7080,8.3800
226.8420,-71.6200
226.9750,5.3800
227.1090,-30.6200
227.2420,-18.6200
227.3750,14.3800
227.5090,8.3800
227.6420,19.3800
227.7760,20.3800
227.9090,62.3800
228.0430,-69.6200
228.1760,103.3800
228.3100,-66.6200
228.4430,114.3800
228.5770,-3.6200
228.7100,31.3800
228.8440,-17.6200
228.9770,-82.6200
229.1110,-16.6200
229.2440,97.3800
229.3770,-113.6200
229.5110,15.3800
229.6440,-34.6200
229.7780,-40.6200
229.9110,-48.6200
230.0440,-41.6200
230.1780,-17.6200
230.3110,-0.6200
