197.2500,-1308.3800
197.3850,-1308.3800
197.5190,-1308.3800
197.6530,-1219.3800
197.7870,200.6200
197.9220,-168.3800
198.0560,85.6200
198.1900,-0.3800
198.3240,12.6200
198.4590,-199.3800
198.5930,422.6200
198.7270,-5.3800
198.8610,-117.3800
198.9960,208.6200
199.1300,-261.3800
199.2640,-193.3800
199.3980,-76.3800
199.5330,292.6200
199.6670,90.6200
199.8010,-61.3800
199.9350,-288.3800
200.0700,-28.3800
200.2040,22.6200
200.3380,-178.3800
200.4720,-168.3800
200.6060,-323.3800
200.7410,-157.3800
200.8750,-131.3800
201.0090,-120.3800
201.1430,-236.3800
201.2770,82.6200
201.4120,92.6200
201.5460,222.6200
201.6800,131.6200
201.8140,-171.3800
201.9480,82.6200
202.0820,-67.3800
202.2170,-330.3800
202.3510,-93.3800
202.4850,-52.3800
202.6190,-269.3800
202.7530,-348.3800
202.8870,311.6200
203.0210,127.6200
203.1560,225.6200
203.2900,68.6200
203.4240,-38.3800
203.5580,-178.3800
203.6920,-75.3800
203.8260,-286.3800
203.9600,-121.3800
204.0940,149.6200
204.2290,-171.3800
204.3630,-197.3800
204.4970,-322.3800
204.6310,-318.3800
204.7650,-200.3800
204.8990,-116.3800
205.0330,-167.3800
205.1670,-204.3800
205.3010,-14.3800
205.4350,-314.3800
205.5690,-81.3800
205.7040,-84.3800
205.8380,-300.3800
205.9720,-135.3800
206.1060,518.6200
206.2400,-151.3800
206.3740,-220.3800
206.5080,13.6200
206.6420,23.6200
206.7760,-101.3800
206.9100,161.6200
207.0440,19.6200
207.1780,131.6200
207.3120,-8.3800
207.4460,-151.3800
207.5800,-140.3800
207.7140,-273.3800
207.8480,135.6200
207.9820,-371.3800
208.1160,47.6200
208.2500,-251.3800
208.3840,-158.3800
208.5180,-165.3800
208.6520,-240.3800
208.7860,-250.3800
208.9200,187.6200
209.0540,-28.3800
209.1880,-266.3800
209.3220,-140.3800
209.4560,-103.3800
209.5900,-273.3800
209.7240,-69.3800
209.8580,-37.3800
209.9920,-82.3800
210.1260,-175.3800
210.2600,-145.3800
210.3940,-40.3800
210.5280,-13.3800
210.6620,-203.3800
210.7960,-156.3800
210.9290,116.6200
211.0630,-1.3800
211.1970,-80.3800
211.3310,-18.3800
211.4650,-196.3800
211.5990,98.6200
211.7330,104.6200
211.8670,-178.3800
212.0010,-181.3800
212.1350,-51.3800
212.2690,-230.3800
212.4020,-223.3800
212.5360,89.6200
212.6700,-128.3800
212.8040,-220.3800
212.9380,40.6200
213.0720,-187.3800
213.2060,-73.3800
213.3400,-177.3800
213.4730,-126.3800
213.6070,105.6200
213.7410,-262.3800
213.8750,-305.3800
214.0090,-236.3800
214.1430,-153.3800
214.2770,-147.3800
214.4100,-237.3800
214.5440,217.6200
214.6780,140.6200
214.8120,291.6200
214.9460,-271.3800
215.0800,-175.3800
215.2130,-214.3800
215.3470,-114.3800
215.4810,-87.3800
215.6150,-331.3800
215.7490,-2.3800
215.8820,-242.3800
216.0160,-298.3800
216.1500,88.6200
216.2840,156.6200
216.4180,9.6200
216.5510,122.6200
216.6850,40.6200
216.8190,-288.3800
216.9530,-157.3800
217.0860,252.6200
217.2200,-165.3800
217.3540,-28.3800
217.4880,56.6200
217.6210,115.6200
217.7550,-5.3800
217.8890,-115.3800
218.0230,-56.3800
218.1560,79.6200
218.2900,50.6200
218.4240,142.6200
218.5580,-227.3800
218.6910,-375.3800
218.8250,-106.3800
218.9590,421.6200
219.0920,-138.3800
219.2260,-326.3800
219.3600,-287.3800
219.4940,-40.3800
219.6270,-176.3800
219.7610,-205.3800
219.8950,-120.3800
220.0280,-285.3800
220.1620,546.6200
220.2960,138.6200
220.4290,-31.3800
220.5630,-49.3800
220.6970,-27.3800
220.8300,-220.3800
220.9640,-158.3800
221.0980,-271.3800
221.2310,-243.3800
221.3650,74.6200
221.4990,-204.3800
221.6320,-235.3800
221.7660,47.6200
221.9000,-111.3800
222.0330,67.6200
222.1670,89.6200
222.3000,-217.3800
222.4340,6.6200
222.5680,252.6200
222.7010,-160.3800
222.8350,-110.3800
222.9680,-225.3800
223.1020,-230.3800
223.2360,-250.3800
223.3690,24.6200
223.5030,12.6200
223.6360,-242.3800
223.7700,-141.3800
223.9040,12.6200
224.0370,-183.3800
224.1710,74.6200
224.3040,31.6200
224.4380,-184.3800
