153 153 540 2029
182 182 1567 2029
358 258 1456 2029
382 382 1565 2029
386 386 1529 2029
479 479 801 1647
673 673 1602 1843
679 679 1 2029
780 780 1642 2029
788 788 810 2029
873 873 1600 2029
965 965 1346 1798
980 980 1640 2029
1047 1047 1466 2029
1165 1165 1531 2029
1112 1112 1598 2029
1247 1247 1463 2029
1294 1294 1409 1720
1301 1301 1598 2029
1342 1342 461 1580
1374 1374 655 1475
1494 1494 1408 2029
1542 1542 1 2029
1574 1574 652 2029
1755 1755 849 2029
