sci_data_set_name,sci_targname,sci_broad_category,sci_ra,sci_dec,sci_refnum,sci_start_time,sci_stop_time,sci_actual_duration,sci_instrume,sci_aper_1234,sci_spec_1234,sci_central_wavelength,sci_pep_id,sci_pi_last_name,sci_release_date,sci_galactic_latitude,sci_preview_name,scp_scan_type,sci_hlsp
OCTU03030,SDSS1535+1247,STAR,233.7734145252,12.79500841868,1,2016-08-11T07:36:22.003,2016-08-11T08:25:25.003,2943.19925,STIS  ,52X2,G230L,2376,14128,HOLLANDS,2017-08-11T12:19:18,49.186595,OCTU03030,,
OCTU03040,SDSS1535+1247,STAR,233.7734145166,12.79500840928,1,2016-08-11T09:11:45.010,2016-08-11T10:00:48.010,2943.199875,STIS  ,52X2,G230L,2376,14128,HOLLANDS,2017-08-11T14:29:11,49.186595,OCTU03040,,
OCVI01010,WD0009+501,STAR,3.058067107649,50.41985710248,4,2016-09-09T13:31:03.057,2016-09-09T14:12:26.057,2483.19925,STIS  ,52X2,G230L,2376,14076,GAENSICKE,2016-09-09T19:07:34,-11.966672,OCVI01010,,
OCVI02010,WD0038-226,STAR,10.35618706185,-22.35244992958,4,2016-07-29T08:38:07.960,2016-07-29T09:16:29.960,2302.199625,STIS  ,52X2,G230L,2376,14076,GAENSICKE,2016-07-29T14:56:58,-84.711122,OCVI02010,,
OCVI03010,WD0046+051,STAR,12.29686475047,5.37592937339,4,2016-10-25T19:05:18.127,2016-10-25T19:43:31.127,2293.199625,STIS  ,52X2,G230L,2376,14076,GAENSICKE,2016-10-26T20:37:48,-57.491259,OCVI03010,,
OCVI05010,WD0135-052,STAR,24.50021530845,-4.997402632518,4,2016-11-05T06:20:06.187,2016-11-05T06:58:16.187,2290.1995,STIS  ,52X2,G230L,2376,14076,GAENSICKE,2016-11-05T23:54:15,-65.242762,OCVI05010,,
OCVI06010,WD0141-675,STAR,25.75005877079,-67.31304744737,4,2016-05-04T04:31:25.763,2016-05-04T05:09:38.763,2293.197625,STIS  ,52X2,G230L,2376,14076,GAENSICKE,2016-05-04T14:11:46,-49.05302,OCVI06010,,
OCVI07010,WD0245+541,STAR,42.14854751017,54.38786708439,4,2015-10-11T09:23:11.357,2015-10-11T10:04:34.357,2483.199,STIS  ,52X2,G230L,2376,14076,GAENSICKE,2015-10-11T17:18:25,-4.662215,OCVI07010,,
OCVI07020,WD0245+541,STAR,42.14854748187,54.38786706946,4,2015-10-11T10:36:36.347,2015-10-11T11:28:44.347,3128.199,STIS  ,52X2,G230L,2376,14076,GAENSICKE,2015-10-11T17:22:41,-4.662215,OCVI07020,,
OCVI09010,WD0435-088,STAR,69.44855824344,-8.82657065141,4,2016-01-25T13:07:25.580,2016-01-25T13:45:38.580,2293.199,STIS  ,52X2,G230L,2376,14076,GAENSICKE,2016-01-26T05:40:30,-33.657516,OCVI09010,,
OCVI10010,WD0548-001,STAR,87.83155173041,-0.1716693112042,4,2016-01-26T09:54:38.573,2016-01-26T10:32:48.573,2290.1995,STIS  ,52X2,G230L,2376,14076,GAENSICKE,2016-01-26T14:35:32,-13.422516,OCVI10010,,
OCVI10020,WD0548-001,STAR,87.83155173538,-0.1716693011737,4,2016-01-26T11:17:31.597,2016-01-26T12:06:51.597,2960.199625,STIS  ,52X2,G230L,2376,14076,GAENSICKE,2016-01-26T14:35:26,-13.422516,OCVI10020,,
OCVI11010,WD0552-041,STAR,88.79208311926,-4.179048903599,4,2016-03-03T10:45:35.663,2016-03-03T11:23:45.663,2290.19675,STIS  ,52X2,G230L,2376,14076,GAENSICKE,2016-03-03T17:37:46,-14.417005,OCVI11010,,
OCVI11020,WD0552-041,STAR,88.79208314194,-4.179049007343,4,2016-03-03T12:09:48.657,2016-03-03T12:59:08.657,2960.198875,STIS  ,52X2,G230L,2376,14076,GAENSICKE,2016-03-03T18:32:26,-14.417005,OCVI11020,,
OCVI12010,WD0553+053,STAR,89.10404891289,5.359325581828,4,2016-02-17T17:46:20.587,2016-02-17T18:24:33.587,2293.199375,STIS  ,52X2,G230L,2376,14076,GAENSICKE,2016-02-18T03:45:51,-9.677657,OCVI12010,,
OCVI13010,WD0727+482,STAR,112.6957351877,48.16838351234,4,2016-01-15T09:58:28.527,2016-01-15T10:39:00.527,2432.19925,STIS  ,52X2,G230L,2376,14076,GAENSICKE,2016-01-15T15:30:29,26.177845,OCVI13010,,
OCVI13020,WD0727+482,STAR,112.6957351722,48.16838345434,4,2016-01-15T11:25:09.520,2016-01-15T12:16:26.520,3077.1975,STIS  ,52X2,G230L,2376,14076,GAENSICKE,2016-01-15T15:35:22,26.177845,OCVI13020,,
OCVI14010,WD0752-676,STAR,118.3012397895,-67.79870611271,4,2015-12-18T22:13:19.477,2015-12-18T22:57:15.477,2636.199,STIS  ,52X2,G230L,2376,14076,GAENSICKE,2015-12-19T14:57:14,-19.428935,OCVI14010,,
OCVI15010,WD0821-669,STAR,125.356771748,-67.05263756478,4,2016-02-12T03:07:05.580,2016-02-12T03:51:01.580,2636.19825,STIS  ,52X2,G230L,2376,14076,GAENSICKE,2016-02-12T11:35:51,-16.685943,OCVI15010,,
OCVI15020,WD0821-669,STAR,125.3567717088,-67.05263753895,4,2016-02-12T04:21:46.573,2016-02-12T05:16:27.573,3281.197375,STIS  ,52X2,G230L,2376,14076,GAENSICKE,2016-02-12T13:54:31,-16.685943,OCVI15020,,
OCVI16010,WD0839-327,STAR,130.379267109,-32.9362342391,4,2016-09-13T06:43:37.073,2016-09-13T07:22:22.073,2325.2,STIS  ,52X2,G230L,2376,14076,GAENSICKE,2016-09-13T15:06:43,5.578475,OCVI16010,,
OCVI18010,WD0912+536,STAR,138.9756478029,53.41837516599,4,2016-01-12T18:37:46.513,2016-01-12T19:19:09.513,2483.198625,STIS  ,52X2,G230L,2376,14076,GAENSICKE,2016-01-13T03:12:42,42.749307,OCVI18010,,
OCVI20010,WD1055-072,STAR,164.3927015121,-7.522681298607,4,2016-02-04T23:09:57.580,2016-02-04T23:48:10.580,2293.197875,STIS  ,52X2,G230L,2376,14076,GAENSICKE,2016-02-05T02:21:24,45.72128,OCVI20010,,
OCVI21010,WD1121+216,STAR,171.0491005243,21.35984162147,4,2016-04-07T23:20:58.693,2016-04-07T23:59:20.693,2302.197625,STIS  ,52X2,G230L,2376,14076,GAENSICKE,2016-04-08T06:13:46,69.326189,OCVI21010,,
OCVI22010,WD1142-645,STAR,176.4572017977,-64.84311162004,4,2016-05-13T20:34:51.840,2016-05-13T21:17:29.840,2558.2,STIS  ,52X2,G230L,2376,14076,GAENSICKE,2016-05-13T23:15:05,-2.854349,OCVI22010,,
OCVI24010,WD1202-232,STAR,181.3613983215,-23.55236205514,4,2016-06-15T08:14:42.873,2016-06-15T08:53:04.873,2302.19975,STIS  ,52X2,G230L,2376,14076,GAENSICKE,2016-06-15T13:05:44,38.117022,OCVI24010,,
OCVI26010,WD1334+039,STAR,204.1157066784,3.674469323444,4,2016-06-01T12:02:24.830,2016-06-01T12:40:34.830,2290.19825,STIS  ,52X2,G230L,2376,14076,GAENSICKE,2016-06-01T17:52:55,64.197117,OCVI26010,,
OCVI26020,WD1334+039,STAR,204.1157065124,3.674469272086,4,2016-06-01T13:26:37.823,2016-06-01T14:15:57.823,2960.19775,STIS  ,52X2,G230L,2376,14076,GAENSICKE,2016-06-01T20:01:46,64.197117,OCVI26020,,
OCVI27010,WD1345+238,STAR,207.0049166058,23.58021824065,4,2017-01-20T17:35:58.653,2017-01-20T18:14:20.653,2302.199625,STIS  ,52X2,G230L,2376,14076,GAENSICKE,2017-01-23T13:18:09,76.742894,OCVI27010,,
OCVI27020,WD1345+238,STAR,207.0049165338,23.580218246,4,2017-01-20T18:59:15.677,2017-01-20T19:48:47.677,2972.19925,STIS  ,52X2,G230L,2376,14076,GAENSICKE,2017-01-21T01:42:20,76.742894,OCVI27020,,
OCVI30010,WD1748+708,STAR,267.0157585832,70.8818134893,4,2016-06-07T13:09:40.830,2016-06-07T13:54:16.830,2676.199875,STIS  ,52X2,G230L,2376,14076,GAENSICKE,2016-06-07T16:18:44,30.691428,OCVI30010,,
OCVI31010,WD1900+705,STAR,285.0438952729,70.66660702309,4,2016-07-18T14:16:25.943,2016-07-18T15:01:01.943,2676.199875,STIS  ,52X2,G230L,2376,14076,GAENSICKE,2016-07-18T21:06:44,24.773964,OCVI31010,,
OCVI35010,WD1917+386,STAR,289.7444309054,38.72155235099,4,2016-03-25T22:30:27.717,2016-03-25T23:09:34.717,2347.199125,STIS  ,52X2,G230L,2376,14076,GAENSICKE,2016-03-26T05:31:37,11.653753,OCVI35010,,
OCVI36010,WD1953-011,STAR,299.1197251851,-1.045617822382,4,2016-08-24T02:53:14.003,2016-08-24T03:31:24.003,2290.19975,STIS  ,52X2,G230L,2376,14076,GAENSICKE,2016-08-24T06:33:46,-14.920387,OCVI36010,,
OCVI37010,WD2140+207,STAR,325.6697384439,20.99655360892,4,2016-05-16T02:11:15.840,2016-05-16T02:49:37.840,2302.199375,STIS  ,52X2,G230L,2376,14076,GAENSICKE,2016-05-16T18:04:36,-23.657519,OCVI37010,,
OCVI39010,WD2251-070,STAR,343.4839843181,-6.784975460384,4,2016-10-11T16:23:43.120,2016-10-11T17:01:56.120,2293.199625,STIS  ,52X2,G230L,2376,14076,GAENSICKE,2016-10-12T16:26:59,-55.486889,OCVI39010,,
OCVI39020,WD2251-070,STAR,343.4839844298,-6.784975491136,4,2016-10-11T17:47:56.143,2016-10-11T18:37:19.143,2963.199625,STIS  ,52X2,G230L,2376,14076,GAENSICKE,2016-10-12T16:26:46,-55.486889,OCVI39020,,
OCVI39030,WD2251-070,STAR,343.4839845556,-6.784975525799,4,2016-10-11T19:23:45.137,2016-10-11T20:12:43.137,2938.199,STIS  ,52X2,G230L,2376,14076,GAENSICKE,2016-10-12T16:26:43,-55.48689,OCVI39030,,
OCVI40010,WD2359-434,STAR,0.5483585670083,-43.16848397134,4,2016-08-07T02:12:14.993,2016-08-07T02:52:01.997,1807.712625,STIS  ,52X2,G230L,2376,14076,GAENSICKE,2016-08-07T11:35:13,-71.109871,OCVI40010,,
OCVI41050,WD0208-510,STAR,32.6246657364,-50.82057688987,4,2016-11-10T05:40:58.187,2016-11-10T06:05:12.187,1454.1995,STIS  ,52X0.2,G230L,2376,14076,GAENSICKE,2016-11-10T11:48:31,-61.956668,OCVI41050,,
OCVI43010,WD0426+588,STAR,67.81426291895,58.9691136695,4,2016-08-20T01:57:21.010,2016-08-20T02:39:39.010,2538.19975,STIS  ,52X0.5,G230L,2376,14076,GAENSICKE,2016-08-20T05:55:58,7.312485,OCVI43010,,
OCVI46010,WD1132-325,STAR,173.6233636367,-32.83025763744,4,2016-05-03T01:56:31.777,2016-05-03T02:35:16.777,2325.19775,STIS  ,52X0.5,G230L,2376,14076,GAENSICKE,2016-05-03T05:52:53,27.314484,OCVI46010,,
OCWGA1040,WD1327-083,STAR,202.5517715093,-8.577014316122,2,2016-04-15T12:46:40.770,2016-04-15T12:56:45.770,605,STIS  ,52X2,G230L,2376,14213,TREMBLAY,2017-04-15T16:02:15,53.079365,OCWGA1040,,
OCWGA2040,WD2341+322,STAR,355.9602208561,32.54600955637,2,2016-05-27T21:28:20.830,2016-05-27T21:39:10.830,650,STIS  ,52X2,G230L,2376,14213,TREMBLAY,2017-05-28T01:31:16,-28.197913,OCWGA2040,,
OCY801030,T56,STAR,169.4041875,-77.07725555556,3,2016-05-14T20:38:59.840,2016-05-14T21:04:48.840,1549,STIS  ,52X2,G230L,2376,14193,ESPAILLAT,2017-05-16T15:10:49,-15.179666,OCY801030,,
OCY802030,T56,STAR,169.4041875,-77.07725555556,3,2016-05-17T02:37:38.817,2016-05-17T03:03:27.813,1549,STIS  ,52X2,G230L,2376,14193,ESPAILLAT,2017-05-17T07:38:03,-15.179666,OCY802030,,
OCY803030,T56,STAR,169.4041875,-77.07725555556,3,2016-05-18T18:17:56.830,2016-05-18T18:43:45.830,1549,STIS  ,52X2,G230L,2376,14193,ESPAILLAT,2017-05-19T01:21:20,-15.179666,OCY803030,,
OCY804030,T56,STAR,169.4041875,-77.07725555556,3,2016-05-20T22:38:19.840,2016-05-20T23:04:08.840,1549,STIS  ,52X2,G230L,2376,14193,ESPAILLAT,2017-05-21T01:53:41,-15.179666,OCY804030,,
OCY805030,T56,STAR,169.4041875,-77.07725555556,3,2016-07-06T01:33:41.910,2016-07-06T01:59:30.910,1549,STIS  ,52X2,G230L,2376,14193,ESPAILLAT,2017-07-06T07:06:38,-15.179666,OCY805030,,
OCY806030,V-VW-CHA,STAR,167.0061916667,-77.70801388889,3,2016-01-23T05:43:39.597,2016-01-23T06:11:30.597,1671,STIS  ,52X2,G230L,2376,14193,ESPAILLAT,2017-01-23T09:29:31,-15.96329,OCY806030,,
OCY807030,V-VW-CHA,STAR,167.0061916667,-77.70801388889,3,2016-01-25T05:21:34.573,2016-01-25T05:49:25.573,1671,STIS  ,52X2,G230L,2376,14193,ESPAILLAT,2017-01-25T12:12:04,-15.96329,OCY807030,,
OCY808030,V-VW-CHA,STAR,167.0061916667,-77.70801388889,3,2016-01-27T03:23:38.573,2016-01-27T03:51:29.573,1671,STIS  ,52X2,G230L,2376,14193,ESPAILLAT,2017-01-27T12:28:36,-15.96329,OCY808030,,
OCY809030,V-VW-CHA,STAR,167.0061916667,-77.70801388889,3,2016-01-29T03:03:34.573,2016-01-29T03:31:25.573,1671,STIS  ,52X2,G230L,2376,14193,ESPAILLAT,2017-01-29T12:45:52,-15.96329,OCY809030,,
OCY810030,V-VW-CHA,STAR,167.0061916667,-77.70801388889,3,2016-03-11T05:10:22.640,2016-03-11T05:38:13.640,1671,STIS  ,52X2,G230L,2376,14193,ESPAILLAT,2017-03-11T12:39:24,-15.96329,OCY810030,,
OCZ002010,M31N-2008-12A,STAR,11.37008333333,41.90280555556,3,2015-09-01T13:16:36.230,2015-09-01T13:50:07.227,2011.19775,STIS  ,52X0.2,G230L,2376,14125,DARNLEY,2016-09-01T19:06:17,-20.955207,OCZ002010,,
OCZ002020,M31N-2008-12A,STAR,11.37005955634,41.90285083101,3,2015-09-01T14:35:52.227,2015-09-01T15:21:33.227,2437.69425,STIS  ,52X0.2,G230L,2376,14125,DARNLEY,2016-09-01T19:07:13,-20.955161,OCZ002020,,
OCZ003010,M31N-2008-12A,STAR,11.37008333333,41.90280555556,3,2015-09-02T13:07:46.213,2015-09-02T13:41:17.213,2011.19925,STIS  ,52X0.2,G230L,2376,14125,DARNLEY,2016-09-02T18:31:06,-20.955207,OCZ003010,,
OCZ003020,M31N-2008-12A,STAR,11.37005955634,41.90285083101,3,2015-09-02T14:27:13.220,2015-09-02T15:12:54.220,2223.15025,STIS  ,52X0.2,G230L,2376,14125,DARNLEY,2016-09-02T18:32:21,-20.955161,OCZ003020,,
OD1CL1050,GRW+70D5824,STAR,204.705033335,70.28533476732,1,2015-11-02T08:20:20.407,2015-11-02T08:26:28.407,368,STIS  ,52X2,G230L,2376,14429,MONROE,2015-11-02T12:14:07,46.310007,OD1CL1050,,
OD1CL2050,GRW+70D5824,STAR,204.7049159297,70.28533219215,1,2016-03-10T07:39:26.640,2016-03-10T07:45:34.640,368,STIS  ,52X2,G230L,2376,14429,MONROE,2016-03-10T14:52:25,46.31002,OD1CL2050,,
OD1CL3050,GRW+70D5824,STAR,204.7048068999,70.28532980061,1,2016-07-08T02:09:43.960,2016-07-08T02:09:43.960,0,STIS  ,52X2,G230L,2376,14429,MONROE,2016-07-08T13:11:17,46.310032,,,
OD1CL4050,GRW+70D5824,STAR,204.7047492682,70.28532853645,1,2016-09-09T09:35:02.063,2016-09-09T09:41:10.067,368,STIS  ,52X2,G230L,2376,14429,MONROE,2016-09-09T13:57:02,46.310038,OD1CL4050,,
OD2V01020,V-RY-LUP,STAR,239.8682258333,-40.36434444444,4,2016-03-16T06:20:47.663,2016-03-16T06:54:34.663,2027,STIS  ,52X0.2,G230L,2376,14469,MANARA,2016-06-16T13:11:35,9.618332,OD2V01020,,
OD6J01010,J004543.48+414513,STAR,11.4310875,41.75377777778,0,2017-07-24T22:29:30.067,2017-07-24T23:08:47.067,2357,STIS  ,0.2X0.2,G230L,2376,14761,CLAYTON,2018-07-25T13:46:25,-21.105294,OD6J01010,,
OD6J02010,J004511.82+415025,STAR,11.29925,41.84036111111,0,2017-07-25T23:54:30.067,2017-07-26T00:33:47.067,2357,STIS  ,0.2X0.2,G230L,2376,14761,CLAYTON,2018-07-26T10:53:40,-21.016293,OD6J02010,,
OD6J03010,J004539.70+415054,STAR,11.41541666667,41.84855555556,0,2017-07-26T22:14:38.067,2017-07-26T22:53:55.067,2357,STIS  ,0.2X0.2,G230L,2376,14761,CLAYTON,2018-07-27T02:57:48,-21.010264,OD6J03010,,
OD6J04010,J004354.05+412626,STAR,10.97520833333,41.44055555556,0,2017-07-27T14:08:49.073,2017-07-27T14:48:06.073,2357,STIS  ,0.2X0.2,G230L,2376,14761,CLAYTON,2018-07-27T23:22:11,-21.408984,OD6J04010,,
OD6J05010,J004427.47+415150,STAR,11.11445833333,41.86388888889,0,2017-07-27T17:20:09.073,2017-07-27T17:59:26.073,2357,STIS  ,0.2X0.2,G230L,2376,14761,CLAYTON,2018-07-27T23:22:17,-20.98899,OD6J05010,,
OD6J06010,J004511.85+413712,STAR,11.299375,41.62025,0,2017-09-23T09:47:18.207,2017-09-23T10:26:35.207,2357,STIS  ,0.2X0.2,G230L,2376,14761,CLAYTON,2018-09-23T17:56:04,-21.236332,OD6J06010,,
OD6J07010,J004431.65+413612,STAR,11.1319125,41.60345555556,0,2017-09-24T08:03:07.200,2017-09-24T08:42:24.200,2357,STIS  ,0.2X0.2,G230L,2376,14761,CLAYTON,2018-09-24T14:01:37,-21.249691,OD6J07010,,
OD6J08010,J004438.75+415553,STAR,11.161275,41.93151388889,0,2017-09-20T18:08:25.213,2017-09-20T18:47:42.217,2357,STIS  ,0.2X0.2,G230L,2376,14761,CLAYTON,2018-09-21T02:17:49,-20.92239,OD6J08010,,
OD6J09010,J004420.52+411751,STAR,11.0855,41.29752777778,0,2017-09-19T10:18:31.197,2017-09-19T10:57:48.200,2357,STIS  ,0.2X0.2,G230L,2376,14761,CLAYTON,2018-09-19T12:46:58,-21.554472,OD6J09010,,
OD6J10010,J004546.81+415431,STAR,11.44504166667,41.90880555556,0,2017-09-26T07:46:24.223,2017-09-26T08:25:41.223,2357,STIS  ,0.2X0.2,G230L,2376,14761,CLAYTON,2018-09-26T21:55:12,-20.950556,OD6J10010,,
OD6J11010,J004413.84+414903,STAR,11.05766666667,41.81775,0,2017-11-09T08:33:47.333,2017-11-09T09:13:04.333,2357,STIS  ,0.2X0.2,G230L,2376,14761,CLAYTON,2018-11-09T18:45:02,-21.03386,OD6J11010,,
OD6J12010,J004454.37+412823,STAR,11.22654166667,41.47330555556,0,2017-11-12T12:48:18.340,2017-11-12T13:27:35.340,2357,STIS  ,0.2X0.2,G230L,2376,14761,CLAYTON,2018-11-12T23:02:21,-21.381774,OD6J12010,,
OD6J13010,J004539.00+415439,STAR,11.4125,41.91083333333,0,2017-11-12T15:59:09.347,2017-11-12T16:38:26.350,2357,STIS  ,0.2X0.2,G230L,2376,14761,CLAYTON,2018-11-12T23:31:32,-20.947952,OD6J13010,,
OD6J14010,J004512.74+413726,STAR,11.30305,41.62398888889,0,2017-11-15T09:14:53.347,2017-11-15T09:14:53.347,0,STIS  ,0.2X0.2,G230L,2376,14761,CLAYTON,2018-11-15T23:33:06,-21.232666,,,
OD6J15010,J004535.40+414431,STAR,11.3975,41.74208333333,0,2017-11-15T12:31:59.333,2017-11-15T12:31:59.333,0,STIS  ,0.2X0.2,G230L,2376,14761,CLAYTON,2018-11-16T01:47:54,-21.116382,,,
OD7G01020,V-MY-LUP,STAR,240.1854583333,-41.92538055556,3,2017-09-08T01:57:55.200,2017-09-08T02:31:42.200,2027,STIS  ,52X0.2,G230L,2376,14604,MANARA,2018-09-08T10:43:36,8.288744,OD7G01020,,
OD7G02020,CD-33-10685,STAR,236.3035529167,-34.29190833333,3,2017-07-26T13:55:28.083,2017-07-26T14:28:13.080,1965,STIS  ,52X0.2,G230L,2376,14604,MANARA,2018-07-26T22:35:39,16.078115,OD7G02020,,
OD7G03020,TYC-7851-810-1,STAR,242.1278916667,-38.47424166667,3,2017-07-29T15:05:36.080,2017-07-29T15:38:43.083,1987,STIS  ,52X0.2,G230L,2376,14604,MANARA,2018-07-30T02:34:29,9.843159,OD7G03020,,
OD9401010,UGC-2773-OT,STAR,53.03016666667,47.79433333333,0,2017-02-15T01:49:23.677,2017-02-15T02:31:30.653,2392,STIS  ,52X0.2,G230L,2376,14768,SMITH,2018-02-15T10:42:41,-6.840027,OD9401010,,
OD9401020,UGC-2773-OT,STAR,53.03016666667,47.79433333333,0,2017-02-15T03:15:15.677,2017-02-15T04:06:57.663,3080,STIS  ,52X0.2,G230L,2376,14768,SMITH,2018-02-15T10:44:37,-6.840027,OD9401020,,
OD9C01030,Y-GEM,STAR,115.2854884194,20.4289446457,1,2016-10-11T23:02:57.137,2016-10-11T23:08:44.137,312.126125,STIS  ,52X0.2,G230L,2376,14713,SAHAI,2017-10-12T16:26:55,19.792866,OD9C01030,,
OD9C01040,Y-GEM,STAR,115.2855091572,20.42895858632,1,2016-10-11T23:12:10.127,2016-10-11T23:17:57.127,304.768875,STIS  ,52X0.2,G230L,2376,14713,SAHAI,2017-10-12T16:26:46,19.79289,OD9C01040,,
OD9C01070,Y-GEM,STAR,115.2854884191,20.42894464528,1,2016-10-12T00:38:23.120,2016-10-12T00:47:00.120,503.59975,STIS  ,52X0.2,G230L,2376,14713,SAHAI,2017-10-12T16:27:01,19.792866,OD9C01070,,
OD9C01080,Y-GEM,STAR,115.285509157,20.42895858589,1,2016-10-12T00:50:26.127,2016-10-12T00:59:03.127,486.315,STIS  ,52X0.2,G230L,2376,14713,SAHAI,2017-10-12T16:26:55,19.79289,OD9C01080,,
OD9C02030,Y-GEM,STAR,115.2854877297,20.42894347697,1,2017-04-15T02:41:54.860,2017-04-15T02:47:41.860,138.464625,STIS  ,52X0.2,G230L,2376,14713,SAHAI,2018-04-15T15:21:56,19.792865,OD9C02030,,
OD9C02040,Y-GEM,STAR,115.2854669633,20.42892957343,1,2017-04-15T02:51:07.883,2017-04-15T02:56:54.883,134.685375,STIS  ,52X0.2,G230L,2376,14713,SAHAI,2018-04-15T06:25:32,19.792842,OD9C02040,,
OD9C02070,Y-GEM,STAR,115.2854877294,20.42894347658,1,2017-04-15T04:11:35.883,2017-04-15T04:20:12.883,186.439625,STIS  ,52X0.2,G230L,2376,14713,SAHAI,2018-04-15T09:45:50,19.792865,OD9C02070,,
OD9C02080,Y-GEM,STAR,115.2854669631,20.42892957302,1,2017-04-15T04:23:38.860,2017-04-15T04:32:15.860,181.218375,STIS  ,52X0.2,G230L,2376,14713,SAHAI,2018-04-15T13:44:27,19.792842,OD9C02080,,
OD9X01030,LSR-J1835+3259,STAR,278.9077500923,32.99486138396,1,2017-03-04T17:21:22.720,2017-03-04T17:44:37.720,1395.23175,STIS  ,52X0.2,G230L,2376,14617,SAUR,2018-03-04T20:14:17,17.442878,,,
OD9X01040,LSR-J1835+3259,STAR,278.9077500995,32.99486138536,1,2017-03-04T17:48:03.747,2017-03-04T18:11:17.747,1394.1975,STIS  ,52X0.2,G230L,2376,14617,SAUR,2018-03-04T23:27:33,17.442878,,,
ODA912030,PGMW3120,STAR,74.19505,-66.41297777778,5,2017-05-28T03:37:47.947,2017-05-28T03:39:27.947,100,STIS  ,52X2,G230L,2376,14675,ROMAN-DUVAL,2017-05-28T06:04:06,-36.065646,ODA912030,,
ODA914030,BI173,STAR,81.7913875,-69.132325,5,2017-06-04T19:58:20.937,2017-06-04T20:00:00.937,100,STIS  ,52X2,G230L,2376,14675,ROMAN-DUVAL,2017-06-05T03:02:12,-32.686132,ODA914030,,
ODA918040,BI184,STAR,82.62777083333,-71.0421,5,2017-05-25T07:29:29.930,2017-05-25T07:31:09.930,100,STIS  ,0.2X0.2,G230L,2376,14675,ROMAN-DUVAL,2017-05-25T15:44:18,-32.089114,ODA918040,,
ODA919040,SK-7150,STAR,85.17996666667,-71.48351388889,5,2017-05-08T13:28:46.860,2017-05-08T13:30:26.860,100,STIS  ,52X2,G230L,2376,14675,ROMAN-DUVAL,2017-05-08T21:29:45,-31.212551,ODA919040,,
ODA926040,BI237,STAR,84.06099708333,-67.65531944444,5,2016-09-29T03:29:06.067,2016-09-29T03:30:46.067,100,STIS  ,0.2X0.2,G230L,2376,14675,ROMAN-DUVAL,2016-09-29T10:03:20,-32.057965,ODA926040,,
ODA929050,BI253,STAR,84.39359166667,-69.01950833333,5,2016-12-17T13:13:57.537,2016-12-17T13:15:37.533,100,STIS  ,0.2X0.2,G230L,2376,14675,ROMAN-DUVAL,2016-12-17T21:06:35,-31.781796,ODA929050,,
ODBUL1050,GRW+70D5824,STAR,204.7046948137,70.28532734196,1,2016-11-08T05:14:44.203,2016-11-08T05:20:52.203,368,STIS  ,52X2,G230L,2376,14833,MONROE,2016-11-08T10:22:14,46.310044,ODBUL1050,,
ODBUL2050,GRW+70D5824,STAR,204.7045858317,70.28532495134,1,2017-03-07T22:29:21.730,2017-03-07T22:35:29.730,368,STIS  ,52X2,G230L,2376,14833,MONROE,2017-03-08T02:16:01,46.310056,ODBUL2050,,
ODBUL3050,GRW+70D5824,STAR,204.7044791191,70.28532261043,1,2017-07-03T03:54:09.037,2017-07-03T04:00:17.037,368,STIS  ,52X2,G230L,2376,14833,MONROE,2017-07-03T13:10:53,46.310068,ODBUL3050,,
ODCK01010,GD71,STAR,88.11543253602,15.8863382429,1,2017-01-17T22:15:52.657,2017-01-17T22:25:47.657,595,STIS  ,52X2,G230L,2376,14861,BOHLIN,2017-01-18T01:52:55,-5.338293,ODCK01010,,
ODCK02010,GD153,STAR,194.2594988885,22.03031907295,1,2017-04-23T15:37:47.883,2017-04-23T15:47:39.883,592,STIS  ,52X2,G230L,2376,14861,BOHLIN,2017-04-23T18:17:31,84.745657,ODCK02010,,
ODER04010,SN2017CBV,STAR,218.1435083333,-44.134075,2,2017-03-30T12:53:03.817,2017-03-30T13:32:41.817,2378,STIS  ,52X0.2,G230L,2376,14925,FOLEY,2017-03-31T00:42:52,15.072672,ODER04010,,
ODFA01010,PSR-J1023+0038,STAR,155.9486666667,0.6448055555556,2,2017-06-13T15:15:33.003,2017-06-13T15:54:10.003,2317.199375,STIS  ,52X0.2,G230L,2376,14934,HERNANDEZ SANTISTEBAN,2017-06-14T01:53:19,45.782308,ODFA01010,,
ODFA01020,PSR-J1023+0038,STAR,155.9486666667,0.6448055555556,2,2017-06-13T16:50:54.987,2017-06-13T17:40:14.987,2402.7175,STIS  ,52X0.2,G230L,2376,14934,HERNANDEZ SANTISTEBAN,2017-06-14T01:53:18,45.782308,ODFA01020,,
ODFA01030,PSR-J1023+0038,STAR,155.9486666667,0.6448055555556,2,2017-06-13T18:26:17.997,2017-06-13T19:15:37.997,2058.240125,STIS  ,52X0.2,G230L,2376,14934,HERNANDEZ SANTISTEBAN,2017-06-14T01:53:22,45.782308,ODFA01030,,
ODFA01040,PSR-J1023+0038,STAR,155.9486666667,0.6448055555556,2,2017-06-13T20:01:40.010,2017-06-13T20:51:00.010,1960.939,STIS  ,52X0.2,G230L,2376,14934,HERNANDEZ SANTISTEBAN,2017-06-14T01:53:23,45.782308,ODFA01040,,
ODFD02010,SWIFTJ1357.2-0933,STAR,209.320075,-9.544041666667,0,2017-07-01T08:02:59.023,2017-07-01T08:41:43.023,1903.63375,STIS  ,52X0.2,G230L,2376,14933,DEGENAAR,2017-07-01T20:27:03,50.004339,ODFD02010,,
