sci_data_set_name,sci_targname,sci_broad_category,sci_ra,sci_dec,sci_refnum,sci_start_time,sci_stop_time,sci_actual_duration,sci_instrume,sci_aper_1234,sci_spec_1234,sci_central_wavelength,sci_pep_id,sci_pi_last_name,sci_release_date,sci_galactic_latitude,sci_preview_name,scp_scan_type,sci_hlsp
ODFD02020,SWIFTJ1357.2-0933,STAR,209.320075,-9.544041666667,0,2017-07-01T09:27:41.040,2017-07-01T10:17:04.040,1847.34925,STIS  ,52X0.2,G230L,2376,14933,DEGENAAR,2017-07-01T15:01:51,50.004339,ODFD02020,,
ODI901010,J013416.10+303344.9,STAR,23.56697,30.56243055556,0,2019-07-05T20:20:53.850,2019-07-05T20:47:57.850,1624,STIS  ,0.2X0.2,G230L,2376,15268,CLAYTON,2020-01-06T01:03:04,-31.409189,ODI901010,,
ODI901020,J013416.10+303344.9,STAR,23.56697,30.56243055556,0,2019-07-05T21:31:58.843,2019-07-05T22:19:28.843,2850,STIS  ,0.2X0.2,G230L,2376,15268,CLAYTON,2020-01-06T01:03:05,-31.409189,ODI901020,,
ODI902010,J013250.80+303507,STAR,23.21146916667,30.58543055556,0,2019-07-11T13:06:47.833,2019-07-11T13:29:46.833,1379,STIS  ,0.2X0.2,G230L,2376,15268,CLAYTON,2020-01-11T23:45:42,-31.444949,ODI902010,,
ODI903010,J013341.93+304728,STAR,23.42451583333,30.7912,0,2019-12-15T09:03:29.363,2019-12-15T09:39:56.363,2187,STIS  ,0.2X0.2,G230L,2376,15268,CLAYTON,2020-06-15T11:31:51,-31.208244,ODI903010,,
ODI904010,J013344.59+304436,STAR,23.43598375,30.74352222222,0,2019-07-09T13:12:17.850,2019-07-09T13:49:44.850,2247,STIS  ,0.2X0.2,G230L,2376,15268,CLAYTON,2020-01-09T15:29:07,-31.253163,ODI904010,,
ODI905010,J013406.63+304147,STAR,23.52749833333,30.69655555556,0,2019-08-26T14:43:03.897,2019-08-26T15:20:30.897,2247,STIS  ,0.2X0.2,G230L,2376,15268,CLAYTON,2020-02-26T20:20:14,-31.284157,ODI905010,,
ODI906010,J013339.52+304540,STAR,23.41454166667,30.76122222222,0,2019-01-28T03:23:16.417,2019-01-28T04:00:26.417,2230,STIS  ,0.2X0.2,G230L,2376,15268,CLAYTON,2019-07-28T06:19:45,-31.239306,ODI906010,,
ODI907010,J013410.59+304616,STAR,23.5441875,30.77125,0,2019-07-10T13:12:50.843,2019-07-10T13:39:35.843,1605,STIS  ,0.2X0.2,G230L,2376,15268,CLAYTON,2020-01-10T16:58:33,-31.208098,ODI907010,,
ODI908010,J013334.26+303327,STAR,23.392625,30.55763888889,0,2019-02-13T16:33:45.443,2019-02-13T17:10:55.443,2230,STIS  ,0.2X0.2,G230L,2376,15268,CLAYTON,2019-08-14T00:06:14,-31.442749,ODI908010,,
ODK71A030,V-T-CHA,STAR,179.3053268042,-79.35880704949,2,2018-02-22T11:20:36.627,2018-02-22T11:34:46.627,850.19975,STIS  ,0.2X0.2,G230L,2376,15128,BROWN,2018-08-22T13:37:44,-16.760755,ODK71A030,,
ODK72A030,V-T-CHA,STAR,179.3053253435,-79.35880713519,2,2018-02-26T08:57:26.610,2018-02-26T09:11:36.610,850.198375,STIS  ,0.2X0.2,G230L,2376,15128,BROWN,2018-08-26T14:51:23,-16.760755,ODK72A030,,
ODK73A030,V-T-CHA,STAR,179.3053238615,-79.35880720975,2,2018-03-02T06:32:46.610,2018-03-02T06:46:56.610,850.197,STIS  ,0.2X0.2,G230L,2376,15128,BROWN,2018-09-02T09:20:22,-16.760755,ODK73A030,,
ODKD01040,V-GM-AUR,STAR,73.7957625,30.36653888889,3,2018-01-04T06:40:42.477,2018-01-04T06:58:55.477,1093.1995,STIS  ,52X2,G230L,2376,15165,ESPAILLAT,2018-07-04T15:09:30,-8.193322,ODKD01040,,
ODKD02040,V-GM-AUR,STAR,73.7957625,30.36653888889,3,2018-01-11T05:33:07.470,2018-01-11T05:51:20.470,1093.19975,STIS  ,52X2,G230L,2376,15165,ESPAILLAT,2018-07-11T07:27:25,-8.193322,ODKD02040,,
ODKD03040,V-GM-AUR,STAR,73.7957625,30.36653888889,3,2018-01-19T04:13:35.537,2018-01-19T04:31:48.537,1093.19875,STIS  ,52X2,G230L,2376,15165,ESPAILLAT,2018-07-19T13:00:47,-8.193322,ODKD03040,,
ODLM03020,GJ1132,STAR,153.7074582219,-47.15446429651,7,2019-04-21T06:14:01.643,2019-04-21T06:39:00.643,1499.199875,STIS  ,52X0.2,G230L,2376,15071,FRONING,2019-04-21T13:22:56,7.758865,,,
ODLM03030,GJ1132,STAR,153.7074581579,-47.15446427789,7,2019-04-21T07:30:55.627,2019-04-21T08:14:18.627,2603.19675,STIS  ,52X0.2,G230L,2376,15071,FRONING,2019-04-21T13:23:27,7.758865,ODLM03030,,
ODLM06020,GJ676A,STAR,262.5445291022,-51.63792586945,7,2018-06-19T20:26:28.897,2018-06-19T20:47:30.897,1262.1995,STIS  ,52X0.2,G230L,2376,15071,FRONING,2018-06-20T02:08:58,-9.542144,ODLM06020,,
ODLM06030,GJ676A,STAR,262.5445290649,-51.63792587485,7,2018-06-19T21:34:11.877,2018-06-19T22:19:47.873,2736.199875,STIS  ,52X0.2,G230L,2376,15071,FRONING,2018-06-20T02:10:45,-9.542144,ODLM06030,,
ODLM12020,GJ649,STAR,254.5362699296,25.74159833896,7,2018-03-04T00:57:01.617,2018-03-04T00:58:41.617,100.019,STIS  ,52X0.2,G230L,2376,15071,FRONING,2018-03-04T02:07:23,35.337162,ODLM12020,,
ODLM15020,GJ163,STAR,62.32468007821,-53.37098301467,7,2019-07-10T17:56:46.843,2019-07-10T18:22:42.843,1556.199375,STIS  ,52X0.2,G230L,2376,15071,FRONING,2019-07-11T17:38:46,-45.319014,ODLM15020,,
ODLM18020,GJ849,STAR,332.4242845589,-4.64084208036,7,2019-06-09T05:23:50.773,2019-06-09T05:26:24.773,154.018125,STIS  ,52X0.2,G230L,2376,15071,FRONING,2019-06-09T13:20:03,-45.404234,ODLM18020,,
ODLM21020,GJ674,STAR,262.1707768939,-46.89965444643,7,2018-04-02T10:33:47.667,2018-04-02T10:34:57.667,70.0175,STIS  ,52X0.2,G230L,2376,15071,FRONING,2018-04-02T16:47:30,-6.782521,ODLM21020,,
ODLM24020,GJ699,STAR,269.4479521103,4.748102384095,7,2019-03-04T11:34:08.487,2019-03-04T11:37:28.487,200.01875,STIS  ,52X0.2,G230L,2376,15071,FRONING,2019-03-04T15:36:47,14.091016,ODLM24020,,
ODLM27020,L-980-5,STAR,215.3139365372,-1.125446532191,7,2019-03-17T02:43:12.560,2019-03-17T03:07:36.557,1464.19825,STIS  ,52X0.2,G230L,2376,15071,FRONING,2019-03-17T11:12:35,54.429205,ODLM27020,,
ODLM27030,L-980-5,STAR,215.313936531,-1.125446549791,7,2019-03-17T03:59:11.567,2019-03-17T04:42:19.567,2588.198375,STIS  ,52X0.2,G230L,2376,15071,FRONING,2019-03-17T11:12:36,54.429205,ODLM27030,,
ODLM30020,LP-756-18,STAR,313.9123923421,-14.06770628815,7,2019-08-08T03:18:34.907,2019-08-08T03:39:29.907,1255.198875,STIS  ,52X0.2,G230L,2376,15071,FRONING,2019-08-08T14:33:28,-33.789885,ODLM30020,,
ODLM31020,LP-756-18,STAR,313.9123913135,-14.06770595819,7,2019-08-07T05:03:26.907,2019-08-07T05:03:26.907,0,STIS  ,52X0.2,G230L,2376,15071,FRONING,2019-08-07T13:54:22,-33.789884,,,
ODLM34020,LHS-2686,STAR,197.5474897218,47.75187761743,7,2019-06-01T12:15:18.703,2019-06-01T12:36:19.703,1261.19775,STIS  ,52X0.2,G230L,2376,15071,FRONING,2019-06-01T13:39:00,69.053164,ODLM34020,,
ODLM35020,LHS-2686,STAR,197.5474858796,47.7518751416,7,2019-06-05T06:52:02.703,2019-06-05T07:13:03.703,1261.198375,STIS  ,52X0.2,G230L,2376,15071,FRONING,2019-06-05T17:14:05,69.053167,ODLM35020,,
ODMW01020,LHS-1140,STAR,11.24877599975,-15.27449345255,1,2017-11-17T12:07:39.333,2017-11-17T12:44:33.333,2214.19825,STIS  ,52X0.5,G230L,2376,15264,BERTA-THOMPSON,2018-05-18T03:12:43,-78.051985,,,
ODMW02020,LHS-1140-GAIA,STAR,11.2489308787,-15.27468767942,1,2018-12-11T01:33:02.303,2018-12-11T02:09:56.303,2214.197,STIS  ,52X0.5,G230L,2376,15264,BERTA-THOMPSON,2019-06-11T12:59:31,-78.052196,ODMW02020,,
ODMW03020,LHS-1140-GAIA,STAR,11.24893143657,-15.2746390176,1,2018-09-08T02:32:52.097,2018-09-08T03:09:46.097,2214.197875,STIS  ,52X0.5,G230L,2376,15264,BERTA-THOMPSON,2019-03-08T13:09:34,-78.052148,ODMW03020,,
ODMW04020,LHS-1140-GAIA,STAR,11.24910386463,-15.2749236896,1,2020-06-20T07:46:27.847,2020-06-20T08:21:01.847,2074.19825,STIS  ,52X0.5,G230L,2376,15264,BERTA-THOMPSON,2020-12-21T04:26:09,-78.05245,ODMW04020,,
ODO301010,2MASSJ04483062+1623187,STAR,72.12814431825,16.38837226541,0,2019-01-23T02:44:38.433,2019-01-23T04:58:12.927,5119,STIS  ,52X2,G230L,2376,15090,AGUEROS,2019-07-23T06:53:11,-17.918479,ODO301010,,
ODO302010,2MASSJ04235911+1643178,STAR,65.99699549454,16.72145245417,0,2018-08-10T15:29:59.017,2018-08-10T17:06:20.680,3005.672,STIS  ,52X2,G230L,2376,15090,AGUEROS,2019-02-11T00:49:21,-22.341701,ODO302010,,
ODO303010,2MASSJ04251456+1858250,STAR,66.31122493728,18.97343318236,0,2019-01-24T08:54:57.443,2019-01-24T11:08:31.833,5118.8,STIS  ,52X2,G230L,2376,15090,AGUEROS,2019-07-24T15:09:45,-20.667195,ODO303010,,
ODO304010,2MASSJ04202761+1853499,STAR,65.11569914352,18.89702831613,0,2019-01-22T10:49:29.443,2019-01-22T13:03:04.433,5120,STIS  ,52X2,G230L,2376,15090,AGUEROS,2019-07-22T19:51:17,-21.5768,ODO304010,,
ODO305010,2MASSJ04172811+1454038,STAR,64.36772249813,14.9009731288,0,2018-08-05T01:57:38.023,2018-08-05T02:34:11.123,2193.1,STIS  ,52X2,G230L,2376,15090,AGUEROS,2019-02-05T12:51:54,-24.711338,ODO305010,,
ODO306010,2MASSJ02564122+3522346,STAR,44.17320946499,35.37593709745,0,2019-01-28T01:42:16.417,2019-01-28T02:21:13.617,2337.2,STIS  ,52X2,G230L,2376,15090,AGUEROS,2019-07-28T04:16:24,-20.853424,ODO306010,,
ODO307010,2MASSJ03553690+2118482,STAR,58.90496964291,21.31309441622,0,2018-12-15T07:27:13.310,2018-12-15T08:06:22.310,2349,STIS  ,52X2,G230L,2376,15090,AGUEROS,2019-06-15T13:30:22,-24.188995,ODO307010,,
ODO308010,2MASSJ03555715+1825564,STAR,58.98830296032,18.43185459683,0,2018-12-13T07:46:53.310,2018-12-13T08:26:06.510,2353.2,STIS  ,52X2,G230L,2376,15090,AGUEROS,2019-06-13T11:51:26,-26.166675,ODO308010,,
ODO309010,2MASSJ03581434+1237408,STAR,59.56056034965,12.62795930703,0,2019-03-18T22:25:11.567,2019-03-19T03:49:20.277,10692.8,STIS  ,52X2,G230L,2376,15090,AGUEROS,2019-09-19T15:08:18,-29.729552,ODO309010,,
ODO310010,2MASSJ04004493+1354227,STAR,60.18800103876,13.90624695598,0,2019-03-21T23:31:13.583,2019-03-22T04:55:20.177,10692.4,STIS  ,52X2,G230L,2376,15090,AGUEROS,2019-09-22T12:50:50,-28.421848,ODO310010,,
ODO312010,2MASSJ04183382+1821529,STAR,64.64168729801,18.3645568952,0,2019-01-29T04:53:57.443,2019-01-29T10:18:11.333,10721.6,STIS  ,52X2,G230L,2376,15090,AGUEROS,2019-07-29T13:48:09,-22.264884,ODO312010,,
ODO313010,2MASSJ04262170+1800009,STAR,66.59099246287,18.00012769348,0,2019-01-30T04:44:18.433,2019-01-30T05:22:32.233,2293.8,STIS  ,52X2,G230L,2376,15090,AGUEROS,2019-07-30T13:37:01,-21.088763,ODO313010,,
ODO313020,2MASSJ04262170+1800009,STAR,66.59099246761,18.00012769211,0,2019-01-30T06:10:46.433,2019-01-30T10:08:32.427,8428,STIS  ,52X2,G230L,2376,15090,AGUEROS,2019-07-30T14:08:51,-21.088763,ODO313020,,
ODO314010,2MASSJ04290015+1620467,STAR,67.25120910932,16.34619113635,0,2019-01-23T05:54:01.443,2019-01-23T06:32:15.043,2293.6,STIS  ,52X2,G230L,2376,15090,AGUEROS,2019-07-23T08:34:31,-21.648346,ODO314010,,
ODO315010,2MASSJ04214955+1929086,STAR,65.45728321632,19.48552139086,0,2019-01-30T01:33:46.433,2019-01-30T03:47:07.833,5106.8,STIS  ,52X2,G230L,2376,15090,AGUEROS,2019-07-30T08:55:17,-20.948029,ODO315010,,
ODO316010,2MASSJ04110642+1247481,STAR,62.77734726458,12.79668995092,0,2019-02-24T11:41:11.497,2019-02-24T12:19:18.397,2286.9,STIS  ,52X2,G230L,2376,15090,AGUEROS,2019-08-05T00:00:00,-27.24652,,,
ODO317010,2MASSJ04254182+1900477,STAR,66.42430958333,19.01322222222,0,2018-08-09T01:21:32.007,2018-08-09T01:58:28.607,2216.6,STIS  ,52X2,G230L,2376,15090,AGUEROS,2019-02-09T04:53:03,-20.559803,ODO317010,,
ODO351010,2MASSJ04483062+1623187,STAR,72.12816181226,16.38836637141,0,2019-10-04T21:07:08.037,2019-10-04T23:19:54.527,5119,STIS  ,52X2,G230L,2376,15090,AGUEROS,2020-04-05T02:04:51,-17.918469,ODO351010,,
ODO352010,2MASSJ04235911+1643178,STAR,65.99702723586,16.72144511194,0,2019-08-16T22:50:06.907,2019-08-16T23:28:20.907,2294,STIS  ,52X2,G230L,2376,15090,AGUEROS,2020-02-17T02:34:01,-22.341682,ODO352010,,
ODO358010,2MASSJ03555715+1825564-COPY,STAR,58.98901499976,18.4321153796,0,2019-07-28T13:17:27.833,2019-07-28T13:55:41.033,2293.2,STIS  ,52X2,G230L,2376,15090,AGUEROS,2020-01-29T03:11:25,-26.16601,ODO358010,,
ODO366010,2MASSJ04110642+1247481,STAR,62.77735964149,12.79668944424,0,2019-07-22T12:42:44.827,2019-07-22T13:20:51.727,2286.9,STIS  ,52X2,G230L,2376,15090,AGUEROS,2020-01-22T20:09:41,-27.246511,ODO366010,,
ODPCL1050,GRW+70D5824,STAR,204.7043623612,70.2853200491,1,2017-11-08T10:09:15.333,2017-11-08T10:15:23.333,368,STIS  ,52X2,G230L,2376,14972,CARLBERG,2017-11-08T12:35:02,46.310081,ODPCL1050,,
ODPCL2050,GRW+70D5824,STAR,204.7042535711,70.28531766248,1,2018-03-07T22:20:28.627,2018-03-07T22:26:36.627,368,STIS  ,52X2,G230L,2376,14972,CARLBERG,2018-03-08T01:29:40,46.310093,ODPCL2050,,
ODPCL3050,GRW+70D5824,STAR,204.7041421154,70.28531521732,1,2018-07-08T08:48:20.970,2018-07-08T08:54:28.970,368,STIS  ,52X2,G230L,2376,14972,CARLBERG,2018-07-08T15:46:45,46.310105,ODPCL3050,,
ODQV02010,GD-492,STAR,211.646601499,74.31686782202,1,2018-05-21T13:57:41.827,2018-05-21T14:42:02.827,2661.2,STIS  ,52X2,G230L,2376,15431,RADDI,2018-11-21T23:02:50,41.818221,ODQV02010,,
ODQV02020,GD-492,STAR,211.6466014917,74.31686782697,1,2018-05-21T15:02:20.837,2018-05-21T15:57:30.837,3310.199125,STIS  ,52X2,G230L,2376,15431,RADDI,2018-11-21T23:06:46,41.818221,ODQV02020,,
ODQV02030,GD-492,STAR,211.6466014809,74.31686783427,1,2018-05-21T16:37:42.820,2018-05-21T17:32:52.817,3310.199875,STIS  ,52X2,G230L,2376,15431,RADDI,2018-11-21T23:06:47,41.818221,ODQV02030,,
ODQV03010,GD-492,STAR,211.6466008554,74.31686825887,1,2018-05-25T13:06:14.820,2018-05-25T13:50:35.820,2661.199125,STIS  ,52X2,G230L,2376,15431,RADDI,2018-11-25T23:16:32,41.81822,ODQV03010,,
ODQV03020,GD-492,STAR,211.6466008467,74.31686826481,1,2018-05-25T14:23:50.817,2018-05-25T15:19:00.820,3310.1985,STIS  ,52X2,G230L,2376,15431,RADDI,2018-11-25T23:16:12,41.81822,ODQV03020,,
ODS802040,MAXI-J1820+070,STAR,275.0914166667,7.185344444444,0,2018-06-29T16:42:08.897,2018-06-29T17:27:38.900,2730.199125,STIS  ,52X0.2,G230L,2376,15454,KNIGGE,2018-06-30T01:34:56,10.159172,ODS802040,,
ODS802050,MAXI-J1820+070,STAR,275.0914166667,7.185344444444,0,2018-06-29T18:17:30.883,2018-06-29T19:03:00.883,2670.2895,STIS  ,52X0.2,G230L,2376,15454,KNIGGE,2018-06-30T01:35:15,10.159172,ODS802050,,
ODSX01010,HD-204961,STAR,323.3911994543,-49.0132621292,0,2018-08-15T19:02:45.030,2018-08-15T19:36:15.030,2010.1985,STIS  ,52X2,G230L,2376,15463,YOUNGBLOOD,2018-11-16T00:00:17,-46.348527,ODSX01010,,
ODSX01020,HD-204961,STAR,323.3911993715,-49.01326217856,0,2018-08-15T20:26:04.007,2018-08-15T21:11:54.007,2750.19875,STIS  ,52X2,G230L,2376,15463,YOUNGBLOOD,2018-11-16T00:00:19,-46.348527,ODSX01020,,
ODSX01030,HD-204961,STAR,323.3911992771,-49.01326223471,0,2018-08-15T22:01:48.007,2018-08-15T22:47:13.007,2725.19775,STIS  ,52X2,G230L,2376,15463,YOUNGBLOOD,2018-11-16T00:02:14,-46.348527,ODSX01030,,
ODSX02010,HD-204961,STAR,323.391199643,-49.01326201671,0,2018-08-15T15:52:07.017,2018-08-15T16:25:37.017,2010.1985,STIS  ,52X2,G230L,2376,15463,YOUNGBLOOD,2018-11-16T00:00:18,-46.348527,ODSX02010,,
ODSX02020,HD-204961,STAR,323.3911995601,-49.01326206614,0,2018-08-15T17:15:26.023,2018-08-15T18:01:16.023,2750.197625,STIS  ,52X2,G230L,2376,15463,YOUNGBLOOD,2018-11-16T00:00:13,-46.348527,ODSX02020,,
ODSX03010,GJ-1061,STAR,54.00416427446,-44.51457141649,0,2019-02-21T10:43:44.487,2019-02-21T11:22:04.487,2300.198,STIS  ,52X2,G230L,2376,15463,YOUNGBLOOD,2019-05-21T15:19:46,-52.900698,ODSX03010,,
ODSX03020,GJ-1061,STAR,54.00416433075,-44.51457136339,0,2019-02-21T12:07:57.510,2019-02-21T12:58:45.510,3048.19875,STIS  ,52X2,G230L,2376,15463,YOUNGBLOOD,2019-05-21T15:19:43,-52.900698,ODSX03020,,
ODSX03030,GJ-1061,STAR,54.00416439429,-44.51457130356,0,2019-02-21T13:43:43.497,2019-02-21T14:34:06.497,3023.199125,STIS  ,52X2,G230L,2376,15463,YOUNGBLOOD,2019-05-21T15:19:47,-52.900698,ODSX03030,,
ODSX04010,GJ-1061,STAR,54.00423113815,-44.51456240503,0,2018-09-25T22:19:39.107,2018-09-25T22:19:39.107,0,STIS  ,52X2,G230L,2376,15463,YOUNGBLOOD,2018-12-26T03:17:27,-52.900654,,,
ODSX04020,GJ-1061,STAR,54.00423112291,-44.5145624768,0,2018-09-25T23:39:13.120,2018-09-26T00:23:55.120,2682.19925,STIS  ,52X2,G230L,2376,15463,YOUNGBLOOD,2018-12-26T03:17:36,-52.900654,ODSX04020,,
ODSXZ4010,GJ-1061,STAR,54.00416726197,-44.51456872501,0,2019-02-24T10:13:55.497,2019-02-24T10:13:55.497,0,STIS  ,52X2,G230L,2376,15463,YOUNGBLOOD,2019-05-24T15:00:39,-52.900697,,,
ODTA16030,HZ21,STAR,183.4836867685,32.94220627282,1,2019-05-18T21:08:04.687,2019-05-18T21:27:00.687,1136,STIS  ,52X2,G230L,2376,15485,BOHLIN,2019-05-19T10:31:15,80.023317,ODTA16030,,
ODTA17030,HZ4,STAR,58.84252997487,9.788354565485,1,2019-02-09T22:25:35.427,2019-02-09T22:43:56.427,1101,STIS  ,52X2,G230L,2376,15485,BOHLIN,2019-02-10T02:26:25,-32.134115,ODTA17030,,
ODTB01020,SDSSJ151421.27+004752.8,STAR,228.5886505728,0.7978720273573,0,2019-04-24T06:14:55.627,2019-04-24T06:30:59.627,964,STIS  ,52X2,G230L,2376,15487,BOHLIN,2019-04-24T15:25:10,46.782519,ODTB01020,,
ODUD01010,GD71,STAR,88.11548059979,15.88623362095,1,2019-03-28T17:42:04.557,2019-03-28T17:51:46.557,582,STIS  ,52X2,G230L,2376,15602,BOHLIN,2019-03-29T02:54:51,-5.338306,ODUD01010,,
ODUD02010,GD153,STAR,194.2594705723,22.03020266468,1,2019-05-13T23:17:50.703,2019-05-13T23:27:30.703,580,STIS  ,52X2,G230L,2376,15602,BOHLIN,2019-05-14T03:34:34,84.74555,ODUD02010,,
ODVIL1050,GRW+70D5824,STAR,204.7040190117,70.28531251654,1,2018-11-20T14:21:47.230,2018-11-20T14:27:55.230,368,STIS  ,52X2,G230L,2376,15561,CARLBERG,2018-11-21T02:02:12,46.310119,ODVIL1050,,
ODVIL2050,GRW+70D5824,STAR,204.7039048726,70.28531001236,1,2019-03-25T23:34:34.573,2019-03-25T23:40:42.573,368,STIS  ,52X2,G230L,2376,15561,CARLBERG,2019-03-26T02:55:25,46.310131,ODVIL2050,,
ODVIL3050,GRW+70D5824,STAR,204.7038130746,70.28530799828,1,2019-07-04T19:46:41.850,2019-07-04T19:52:49.850,368,STIS  ,52X2,G230L,2376,15561,CARLBERG,2019-07-04T23:14:31,46.310141,ODVIL3050,,
OE0301010,WD1054-226,STAR,164.1604802523,-22.88056124012,0,2020-05-03T06:59:26.710,2020-05-03T07:35:41.710,2175.19925,STIS  ,52X0.5,G230L,2376,15898,FARIHI,2020-11-03T18:06:48,32.815877,OE0301010,,
OE0301020,WD1054-226,STAR,164.1604802484,-22.88056122653,0,2020-05-03T08:25:23.703,2020-05-03T09:12:30.700,2827.19925,STIS  ,52X0.5,G230L,2376,15898,FARIHI,2020-11-03T18:06:51,32.815877,OE0301020,,
OE0301030,WD1054-226,STAR,164.1604802441,-22.88056121154,0,2020-05-03T10:01:05.687,2020-05-03T10:47:49.687,2804.197375,STIS  ,52X0.5,G230L,2376,15898,FARIHI,2020-11-03T18:08:50,32.815877,OE0301030,,
OE0301040,WD1054-226,STAR,164.1604802398,-22.88056119654,0,2020-05-03T11:36:24.693,2020-05-03T12:23:08.693,2804.199375,STIS  ,52X0.5,G230L,2376,15898,FARIHI,2020-11-03T21:09:08,32.815877,OE0301040,,
OE1001010,D6-2,STAR,324.6126473109,25.37406202209,1,2020-10-03T02:43:58.113,2020-10-03T03:20:15.113,2177.199125,STIS  ,52X2,G230L,2376,15871,SHEN,2021-04-03T12:31:21,-19.882218,OE1001010,,
OE1001020,D6-2,STAR,324.6126473159,25.37406203303,1,2020-10-03T04:09:48.130,2020-10-03T04:57:03.130,2835.198125,STIS  ,52X2,G230L,2376,15871,SHEN,2021-04-03T10:29:03,-19.882218,OE1001020,,
OE1001030,D6-2,STAR,324.6126473214,25.37406204513,1,2020-10-03T05:45:32.130,2020-10-03T06:32:22.130,2810.19975,STIS  ,52X2,G230L,2376,15871,SHEN,2021-04-03T16:09:25,-19.882218,OE1001030,,
OE1002010,D6-2,STAR,324.6126473274,25.37406205838,1,2020-10-03T07:29:54.113,2020-10-03T08:06:11.113,2177.199375,STIS  ,52X2,G230L,2376,15871,SHEN,2021-04-04T04:53:48,-19.882218,OE1002010,,
OE1002020,D6-2,STAR,324.6126473323,25.37406206933,1,2020-10-03T08:55:45.123,2020-10-03T09:43:00.123,2835.1995,STIS  ,52X2,G230L,2376,15871,SHEN,2021-04-04T04:53:49,-19.882218,OE1002020,,
OE1002030,D6-2,STAR,324.6126473378,25.37406208143,1,2020-10-03T10:31:29.123,2020-10-03T11:18:19.123,2810.199375,STIS  ,52X2,G230L,2376,15871,SHEN,2021-04-04T04:53:55,-19.882218,OE1002030,,
OE1401010,J1825-3757,STAR,276.3422288916,-37.95743824336,0,2020-03-28T07:01:57.617,2020-03-28T07:38:55.617,2218.2,STIS  ,52X2,G230L,2376,15918,RADDI,2020-04-08T00:00:00,-11.584735,OE1401010,,
OE1402010,J1825-3757,STAR,276.3422271243,-37.95744354294,0,2020-05-16T00:33:30.787,2020-05-16T01:10:28.787,2218.19975,STIS  ,52X2,G230L,2376,15918,RADDI,2020-11-16T10:45:35,-11.584736,OE1402010,,
OE1E01010,WS35,STAR,13.29670833333,67.50058333333,0,2020-11-04T08:23:55.210,2020-11-04T09:06:37.210,2562.199375,STIS  ,52X0.2,G230L,2376,15864,GRAEFENER,2021-05-04T14:33:57,4.62941,OE1E01010,,
OE1E01020,WS35,STAR,13.29670833333,67.50058333333,0,2020-11-04T09:12:25.193,2020-11-04T10:05:01.193,3156.199125,STIS  ,52X0.2,G230L,2376,15864,GRAEFENER,2021-05-04T14:59:36,4.62941,OE1E01020,,
OE1E01030,WS35,STAR,13.29670833333,67.50058333333,0,2020-11-04T10:10:49.193,2020-11-04T10:33:02.193,1333.1995,STIS  ,52X0.2,G230L,2376,15864,GRAEFENER,2021-05-04T14:59:15,4.62941,OE1E01030,,
OE1E02010,WS35,STAR,13.29670833333,67.50058333333,0,2020-11-02T09:55:36.203,2020-11-02T10:38:18.203,2562.19725,STIS  ,52X0.2,G230L,2376,15864,GRAEFENER,2021-05-02T13:38:15,4.62941,OE1E02010,,
OE1E02020,WS35,STAR,13.29670833333,67.50058333333,0,2020-11-02T11:22:18.187,2020-11-02T12:14:54.187,3156.199375,STIS  ,52X0.2,G230L,2376,15864,GRAEFENER,2021-05-02T16:03:31,4.62941,OE1E02020,,
OE1E02030,WS35,STAR,13.29670833333,67.50058333333,0,2020-11-02T12:20:42.187,2020-11-02T12:42:55.187,1333.199125,STIS  ,52X0.2,G230L,2376,15864,GRAEFENER,2021-05-02T16:09:47,4.62941,OE1E02030,,
OE1G01030,2MASS-J12373919+6526148,STAR,189.3994178885,65.43440971956,1,2020-01-16T20:32:52.480,2020-01-16T20:57:27.480,1475.199,STIS  ,52X0.2,G230L,2376,15870,SAUR,2020-07-17T01:29:51,51.631546,OE1G01030,,
OE1G01040,2MASS-J12373919+6526148,STAR,189.3994178131,65.43440972096,1,2020-01-16T21:24:19.487,2020-01-16T21:48:54.487,1475.198,STIS  ,52X0.2,G230L,2376,15870,SAUR,2020-07-17T01:29:48,51.631546,OE1G01040,,
OE2B04010,TESS-SN,STAR,189.1386083333,11.23167777778,1,2020-04-04T21:26:47.630,2020-04-04T21:42:51.630,964,STIS  ,52X0.2,G230L,2376,15876,FOLEY,2020-10-05T00:20:03,73.722929,OE2B04010,,
OE2B05010,TESS-SN,STAR,189.1386083333,11.23167777778,1,2020-04-11T17:05:36.693,2020-04-11T17:21:40.693,964,STIS  ,52X0.2,G230L,2376,15876,FOLEY,2020-10-12T01:14:37,73.722929,OE2B05010,,
OE2B25010,TESS-SN,STAR,189.1386083333,11.23167777778,1,2020-04-17T14:29:43.703,2020-04-17T15:03:20.700,2017,STIS  ,52X0.2,G230L,2376,15876,FOLEY,2020-10-18T01:51:21,73.722929,OE2B25010,,
OE2B25020,TESS-SN,STAR,189.1386083333,11.23167777778,1,2020-04-17T15:56:52.693,2020-04-17T16:40:09.693,2597,STIS  ,52X0.2,G230L,2376,15876,FOLEY,2020-10-18T01:51:26,73.722929,,,
OE2B25030,TESS-SN,STAR,189.1386083333,11.23167777778,1,2020-04-17T17:32:11.703,2020-04-17T18:15:28.703,2597,STIS  ,52X0.2,G230L,2376,15876,FOLEY,2020-10-18T01:51:17,73.722929,OE2B25030,,
