,cryo_temp,time
627,288.52,2024-11-13 20:34:28.637061
628,288.54,2024-11-13 20:34:44.572178
629,288.57,2024-11-13 20:35:00.865913
630,288.59,2024-11-13 20:35:16.824444
631,288.62,2024-11-13 20:35:32.648598
632,288.63,2024-11-13 20:35:48.523747
633,288.65,2024-11-13 20:36:04.579778
634,288.67,2024-11-13 20:36:20.672596
635,288.69,2024-11-13 20:36:36.644664
636,288.71,2024-11-13 20:36:52.531587
637,288.74,2024-11-13 20:37:08.398802
638,288.76,2024-11-13 20:37:24.261454
639,288.78,2024-11-13 20:37:40.367648
640,288.81,2024-11-13 20:37:56.300708
641,288.83,2024-11-13 20:38:12.136932
642,288.86,2024-11-13 20:38:27.984106
643,288.89,2024-11-13 20:38:43.961416
644,288.92,2024-11-13 20:39:00.036128
645,288.95,2024-11-13 20:39:16.026790
646,288.99,2024-11-13 20:39:31.955873
647,289.03,2024-11-13 20:39:47.881720
648,289.06,2024-11-13 20:40:03.789423
649,289.1,2024-11-13 20:40:20.022107
650,289.14,2024-11-13 20:40:36.537456
651,289.17,2024-11-13 20:40:52.836916
652,289.21,2024-11-13 20:41:08.860035
653,289.24,2024-11-13 20:41:24.872217
654,289.27,2024-11-13 20:41:41.073167
655,289.3,2024-11-13 20:41:57.001380
656,289.33,2024-11-13 20:42:12.938292
657,289.36,2024-11-13 20:42:28.905824
658,289.38,2024-11-13 20:42:45.030481
659,289.4,2024-11-13 20:43:01.188751
660,289.43,2024-11-13 20:43:17.501032
661,289.45,2024-11-13 20:43:33.927971
662,289.46,2024-11-13 20:43:49.984771
663,289.48,2024-11-13 20:44:06.751636
664,289.5,2024-11-13 20:44:22.705994
665,289.51,2024-11-13 20:44:38.691203
666,289.52,2024-11-13 20:44:54.704904
